#DataThief C:\Users\Andrew\Documents\Senior Design\TO_TD_perf\effective_AR_roskam_lam_colored.PNG Monday 20-Mar-2017 12:51:19 PM

-3.129e-3	 3.99e-3

2.249e-5	 7.16e-3

3.248e-5	 1.034e-2

3.183e-3	 1.351e-2

3.193e-3	 1.669e-2

3.203e-3	 1.988e-2

3.213e-3	 2.306e-2

3.223e-3	 2.624e-2

3.233e-3	 2.942e-2

3.243e-3	 3.26e-2

3.253e-3	 3.579e-2

6.404e-3	 3.896e-2

6.414e-3	 4.214e-2

6.424e-3	 4.532e-2

9.575e-3	 4.849e-2

9.585e-3	 5.167e-2

9.595e-3	 5.485e-2

9.605e-3	 5.804e-2

1.276e-2	 6.121e-2

1.277e-2	 6.439e-2

1.278e-2	 6.757e-2

1.279e-2	 7.075e-2

1.594e-2	 7.392e-2

1.595e-2	 7.71e-2

1.596e-2	 8.029e-2

1.597e-2	 8.347e-2

1.598e-2	 8.665e-2

1.913e-2	 8.982e-2

1.914e-2	 9.3e-2

1.915e-2	 9.618e-2

1.916e-2	 9.937e-2

1.917e-2	 0.103

2.232e-2	 0.106

2.233e-2	 0.109

2.547e-2	 0.109

2.548e-2	 0.112

2.549e-2	 0.115

2.55e-2	 0.117

2.551e-2	 0.121

2.552e-2	 0.125

2.553e-2	 0.128

2.554e-2	 0.131

2.869e-2	 0.134

2.87e-2	 0.138

2.871e-2	 0.141

2.872e-2	 0.144

3.187e-2	 0.147

3.188e-2	 0.15

3.189e-2	 0.153

3.19e-2	 0.157

3.191e-2	 0.16

3.506e-2	 0.163

3.507e-2	 0.166

3.508e-2	 0.169

3.509e-2	 0.172

3.51e-2	 0.176

3.825e-2	 0.179

3.826e-2	 0.182

3.827e-2	 0.185

4.143e-2	 0.188

4.144e-2	 0.192

4.145e-2	 0.195

4.146e-2	 0.198

4.147e-2	 0.201

4.462e-2	 0.204

4.463e-2	 0.207

4.778e-2	 0.211

4.779e-2	 0.214

5.094e-2	 0.217

5.095e-2	 0.22

5.41e-2	 0.223

5.411e-2	 0.227

5.412e-2	 0.23

5.727e-2	 0.233

5.728e-2	 0.236

6.043e-2	 0.238

6.044e-2	 0.242

6.359e-2	 0.246

6.36e-2	 0.249

6.675e-2	 0.252

6.676e-2	 0.255

6.991e-2	 0.258

6.992e-2	 0.261

6.993e-2	 0.265

7.309e-2	 0.268

7.31e-2	 0.271

7.625e-2	 0.274

7.626e-2	 0.277

7.941e-2	 0.281

7.942e-2	 0.284

8.257e-2	 0.287

8.258e-2	 0.29

8.259e-2	 0.293

8.26e-2	 0.296

8.575e-2	 0.3

8.89e-2	 0.303

9.205e-2	 0.306

9.206e-2	 0.309

9.521e-2	 0.312

9.522e-2	 0.315

9.837e-2	 0.319

9.838e-2	 0.322

0.102	 0.325

0.102	 0.328

0.105	 0.331

0.105	 0.335

0.108	 0.338

0.108	 0.341

0.111	 0.343

0.111	 0.347

0.114	 0.35

0.114	 0.354

0.117	 0.357

0.12	 0.359

0.121	 0.363

0.124	 0.366

0.124	 0.369

0.127	 0.373

0.127	 0.376

0.13	 0.379

0.13	 0.382

0.133	 0.385

0.133	 0.388

0.133	 0.392

0.136	 0.395

0.136	 0.398

0.139	 0.401

0.143	 0.404

0.146	 0.408

0.146	 0.411

0.149	 0.414

0.149	 0.417

0.152	 0.42

0.152	 0.423

0.155	 0.427

0.155	 0.43

0.158	 0.433

0.162	 0.436

0.162	 0.439

0.165	 0.442

0.165	 0.446

0.168	 0.449

0.168	 0.452

0.171	 0.455

0.171	 0.458

0.174	 0.462

0.174	 0.465

0.177	 0.468

0.181	 0.471

0.181	 0.474

0.184	 0.476

0.184	 0.48

0.187	 0.48

0.187	 0.484

0.19	 0.487

0.19	 0.49

0.193	 0.492

0.193	 0.496

0.196	 0.5

0.196	 0.503

0.199	 0.503

0.203	 0.506

0.203	 0.509

0.206	 0.512

0.209	 0.515

0.209	 0.519

0.209	 0.522

0.212	 0.522

0.215	 0.522

0.218	 0.525

0.222	 0.528

0.225	 0.531

0.228	 0.534

0.231	 0.538

0.234	 0.541

0.237	 0.544

0.24	 0.547

0.244	 0.547

0.244	 0.55

0.246	 0.55

0.246	 0.554

0.25	 0.554

0.25	 0.557

0.253	 0.557

0.253	 0.56

0.256	 0.56

0.259	 0.563

0.262	 0.563

0.266	 0.565

0.269	 0.569

0.272	 0.573

0.275	 0.576

0.278	 0.579

0.281	 0.581

0.285	 0.585

0.288	 0.588

0.291	 0.592

0.291	 0.595

0.294	 0.595

0.294	 0.597

0.297	 0.597

0.297	 0.601

0.3	 0.601

0.3	 0.604

0.303	 0.604

0.307	 0.604

0.31	 0.607

0.313	 0.607

0.316	 0.611

0.316	 0.613

0.316	 0.617

0.319	 0.617

0.322	 0.617

0.325	 0.62

0.329	 0.623

0.332	 0.626

0.335	 0.63

0.338	 0.63

0.341	 0.633

0.343	 0.636

0.347	 0.639

0.351	 0.642

0.354	 0.642

0.357	 0.645

0.359	 0.649

0.363	 0.652

0.366	 0.652

0.37	 0.655

0.373	 0.658

0.376	 0.661

0.379	 0.664

0.382	 0.664

0.385	 0.668

0.388	 0.671

0.392	 0.671

0.395	 0.674

0.398	 0.674

0.398	 0.677

0.401	 0.68

0.404	 0.683

0.407	 0.683

0.41	 0.687

0.414	 0.69

0.417	 0.69

0.42	 0.693

0.423	 0.696

0.426	 0.696

0.429	 0.698

0.433	 0.698

0.436	 0.702

0.439	 0.702

0.442	 0.705

0.445	 0.705

0.448	 0.705

0.451	 0.705

0.455	 0.709

0.458	 0.709

0.461	 0.712

0.464	 0.712

0.467	 0.714

0.47	 0.718

0.472	 0.718

0.476	 0.721

0.48	 0.721

0.483	 0.721

0.486	 0.724

0.488	 0.724

0.492	 0.728

0.495	 0.728

0.499	 0.73

0.502	 0.73

0.505	 0.734

0.508	 0.734

0.511	 0.734

0.514	 0.737

0.517	 0.737

0.521	 0.74

0.524	 0.74

0.527	 0.742

0.53	 0.742

0.533	 0.746

0.536	 0.746

0.539	 0.746

0.543	 0.75

0.546	 0.75

0.549	 0.753

0.552	 0.753

0.555	 0.756

0.558	 0.756

0.561	 0.759

0.565	 0.759

0.568	 0.759

0.571	 0.762

0.573	 0.762

0.577	 0.765

0.58	 0.765

0.584	 0.769

0.587	 0.769

0.589	 0.769

