BACNLF w/ Root Chord Percent

262.0800000	0.5241600	0
258.3810029	1.3366080	0
252.8815162	2.5945920	0
245.2355942	4.1408640	0
235.8594202	6.0278400	0
225.1230509	7.9418102	0
207.2164349	10.4761238	0
194.5079136	11.8774656	0
181.4906621	12.9726979	0
174.9397104	13.4258342	0
168.3921658	13.7958912	0
161.8713533	14.0930899	0
155.3982394	14.3439005	0
148.9906454	14.5535645	0
142.6635101	14.6966602	0
136.4317718	14.7773808	0
130.3080106	14.8124995	0
124.3034957	14.8119754	0
118.4276621	14.7703046	0
112.6888963	14.6825078	0
107.0942746	14.5548749	0
101.6493005	14.4036547	0
96.3586915	14.2314682	0
91.2266410	14.0359565	0
86.2557696	13.8186922	0
81.4481741	13.5817718	0
76.8056890	13.3257197	0
72.3291005	13.0515840	0
68.0181466	12.7611994	0
63.8728272	12.4569245	0
59.8918320	12.1403318	0
56.0741126	11.8137802	0
52.4178346	11.4785798	0
48.9209011	11.1363034	0
45.5806915	10.7882611	0
42.3948470	10.4357635	0
39.3602227	10.0809072	0
36.4734115	9.7252646	0
33.7307443	9.3706704	0
31.1293382	9.0166003	0
28.6655242	8.6627923	0
26.3356330	8.3095085	0
24.1354714	7.9577971	0
22.0611082	7.6087066	0
20.1086122	7.2624989	0
18.2737901	6.9189120	0
16.5527107	6.5774218	0
14.9409187	6.2398627	0
13.4342208	5.9067590	0
12.0284237	5.5775866	0
10.7195962	5.2499866	0
9.5043312	4.9226486	0
8.3776493	4.5976694	0
7.3348330	4.2766214	0
6.3719510	3.9584563	0
5.4855965	3.6418637	0
4.6715760	3.3260573	0
3.9262205	3.0099888	0
3.2463850	2.6915616	0
2.6312832	2.3668445	0
2.0764598	2.0376720	0
1.5790320	1.7029958	0
1.1374272	1.3607194	0
0.7453555	1.0166083	0
0.4001962	0.6701386	0
0.1234397	0.3032266	0
0.0201802	-0.1134806	0
0.0201802	-0.1134806	0
0.0458640	-0.5238979	0
0.2725632	-0.8580499	0
0.5542992	-1.1392618	0
0.8452080	-1.3995072	0
1.1675664	-1.6196544	0
1.5103670	-1.8164765	0
1.8678442	-2.0017670	0
2.2428806	-2.1791952	0
2.6399318	-2.3519059	0
3.0616186	-2.5222579	0
3.5118720	-2.6923478	0
3.9943613	-2.8637482	0
4.5132797	-3.0382934	0
5.0725584	-3.2175562	0
5.6763907	-3.4025846	0
6.3297562	-3.5931168	0
7.0371101	-3.7896768	0
7.8026458	-3.9917405	0
8.6308186	-4.2008803	0
9.5263459	-4.4165722	0
10.4934211	-4.6388160	0
11.5370237	-4.8660394	0
12.6613469	-5.0985043	0
13.8711082	-5.3369971	0
15.1699766	-5.5815178	0
16.5629318	-5.8318042	0
18.0541670	-6.0870701	0
19.6483997	-6.3460051	0
21.3495610	-6.6083472	0
23.1621062	-6.8748826	0
25.0902288	-7.1440387	0
27.1378598	-7.4158157	0
29.3094547	-7.6891651	0
31.6086826	-7.9630387	0
34.0394746	-8.2371744	0
36.6054998	-8.5105238	0
39.3109517	-8.7828250	0
42.1584509	-9.0525053	0
45.1521907	-9.3187786	0
48.2947920	-9.5805965	0
51.5891376	-9.8371728	0
55.0378483	-10.0871971	0
58.6435450	-10.3296211	0
62.4083242	-10.5623482	0
66.3337584	-10.7840678	0
70.4211581	-10.9929456	0
74.6713094	-11.1863606	0
79.0849987	-11.3614301	0
83.6617018	-11.5144848	0
88.4008944	-11.6413315	0
93.3010042	-11.7377770	0
98.3599344	-11.7988416	0
103.5745402	-11.8179734	0
108.9408902	-11.7880963	0
114.4537430	-11.6997754	0
120.1062845	-11.5414790	0
125.8909142	-11.3040346	0
131.7984595	-10.9835107	0
137.8186992	-10.5785971	0
150.1508736	-9.5321117	0
162.7812950	-8.2017936	0
175.5849514	-6.6796330	0
188.4211056	-5.1503962	0
201.1149504	-3.8271542	0
213.4311379	-2.6472701	0
225.0939600	-1.6678771	0
235.7915414	-0.9285494	0
245.1698122	-0.4754131	0
252.8309347	-0.2112365	0
258.3550570	-0.1113840	0
261.3535142	-0.0953971	0
