Results_Name,VSPAERO_History
Results_Timestamp,1494204646
Results_Date,5,7,2017
Results_Time,17,50,46
Alpha,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AnalysisMethod,0
Beta,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CDi,0.002400,0.002400,0.001540,0.002410,0.002410,0.002410,0.002410,0.002410,0.002410,0.002410
CDo,0.027460,0.027460,0.027460,0.027460,0.027460,0.027460,0.027460,0.027460,0.027460,0.027460
CDtot,0.029860,0.029870,0.029000,0.029870,0.029870,0.029870,0.029870,0.029870,0.029870,0.029870
CFx,0.002400,0.002400,0.001540,0.002410,0.002410,0.002410,0.002410,0.002410,0.002410,0.002410
CFy,-0.000000,0.000000,-0.001350,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000010
CFz,0.160580,0.160590,0.163040,0.160600,0.160590,0.160590,0.160590,0.160590,0.160590,0.160570
CL,0.160580,0.160590,0.163040,0.160600,0.160590,0.160590,0.160590,0.160590,0.160590,0.160570
CMx,-0.000000,-0.000000,-0.000910,0.000010,0.000010,0.000000,0.000000,-0.000000,-0.000000,-0.000010
CMy,0.017560,0.017600,0.016260,0.017600,0.017570,0.017530,0.017520,0.017460,0.017470,0.017500
CMz,0.000000,-0.000000,0.003120,-0.000020,-0.000010,0.000000,0.000000,0.000030,0.000020,0.000040
CS,-0.000000,0.000000,-0.001350,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000010
E,1.127630,1.126090,1.809600,1.124180,1.124370,1.124590,1.124850,1.125290,1.125210,1.124800
FC_AoA_,0.000000
FC_Beta_,0.000000
FC_Bref_,50.032919
FC_Cref_,17.759750
FC_Mach_,0.850000
FC_Pitch_Rate,0.000000
FC_Rho_,0.002377
FC_Roll__Rate,0.000000
FC_Sref_,825.778100
FC_Vinf_,100.000000
FC_Xcg_,90.500000
FC_Yaw___Rate,0.000000
FC_Ycg_,0.000000
FC_Zcg_,0.000000
L/D,5.377600,5.377260,5.621510,5.376700,5.376550,5.376590,5.376710,5.376830,5.376720,5.376010
Mach,0.850000,0.850000,0.850000,0.850000,0.850000,0.850000,0.850000,0.850000,0.850000,0.850000
T/QS,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
WakeIter,1,2,3,4,5,6,7,8,9,10
Results_Name,VSPAERO_History
Results_Timestamp,1494204646
Results_Date,5,7,2017
Results_Time,17,50,46
Alpha,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
AnalysisMethod,0
Beta,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CDi,0.005840,0.005850,0.005860,0.005850,0.005850,0.005850,0.005850,0.005850,0.005850,0.005840
CDo,0.027460,0.027460,0.027460,0.027460,0.027460,0.027460,0.027460,0.027460,0.027460,0.027460
CDtot,0.033300,0.033310,0.033320,0.033310,0.033310,0.033310,0.033310,0.033310,0.033310,0.033300
